2026-03-22T21:10:07.745-455326-536170,TRUE
2026-03-22T21:10:07.745-306470-828007,TRUE
2026-03-22T21:10:07.745-455326-791971,TRUE
2026-03-22T21:10:07.745-306470-313174,TRUE
2026-03-23T11:28:51.539-455326-306470,TRUE
2026-03-23T11:29:27.352-966580-151005,TRUE
2026-03-23T11:30:27.265-232793-33127,TRUE
2026-03-23T11:31:46.861-786215-748485,TRUE
2026-03-23T11:32:37.650-264819-94228,TRUE
2026-03-23T11:33:37.343-717269-154531,TRUE
2026-03-23T11:34:58.681-927970-383000,TRUE
2026-03-23T11:35:45.412-6266-528294,TRUE
2026-03-23T11:36:25.460-91535-604661,TRUE
2026-03-23T11:41:29.405-455326-306470,TRUE
2026-03-23T11:42:06.006-966580-151005,TRUE
2026-03-23T11:43:00.501-232793-33127,TRUE
2026-03-23T11:44:11.966-786215-748485,TRUE
2026-03-23T11:45:00.671-264819-94228,TRUE
2026-03-23T11:45:58.343-717269-154531,TRUE
2026-03-23T11:47:21.425-927970-383000,TRUE
2026-03-23T11:48:04.607-6266-528294,TRUE
2026-03-23T11:48:43.531-91535-604661,TRUE
2026-03-23T11:49:35.635-171992-312015,TRUE
2026-03-23T11:50:21.757-215609-680087,TRUE
2026-03-23T11:51:06.716-376192-508870,TRUE
2026-03-23T11:51:54.264-300010-832976,TRUE
2026-03-23T11:52:40.290-904892-684166,TRUE
2026-03-23T11:53:34.358-973713-615415,TRUE
2026-03-23T11:54:36.149-207944-329838,TRUE
2026-03-23T11:55:28.533-604184-823369,FALSE
2026-03-23T11:56:20.069-550654-358279,TRUE
2026-03-23T11:57:02.255-650047-901239,TRUE
2026-03-23T11:57:45.929-436111-78512,TRUE
2026-03-23T11:58:35.966-961980-769929,TRUE
2026-03-23T11:59:18.051-665579-596160,TRUE
2026-03-23T12:00:01.286-735678-740013,TRUE
2026-03-23T12:00:47.463-523451-919401,TRUE
2026-03-23T12:01:39.385-489213-715936,FALSE
2026-03-23T12:02:30.110-319169-257354,TRUE
2026-03-23T12:03:30.092-109100-494675,FALSE
2026-03-23T12:04:21.513-455024-939423,TRUE
2026-03-23T12:05:10.316-187087-332642,FALSE
2026-03-23T12:06:00.413-231913-567008,TRUE
2026-03-23T12:06:46.017-960170-390028,TRUE
2026-03-23T12:07:32.859-174046-563521,TRUE
2026-03-23T12:08:18.582-823840-520499,TRUE
2026-03-23T12:09:02.158-993018-390459,TRUE
2026-03-23T12:09:44.542-824070-245887,TRUE
2026-03-23T12:10:36.130-87780-467437,TRUE
2026-03-23T12:11:26.842-724234-760000,FALSE
2026-03-23T12:12:21.060-778433-700223,TRUE
2026-03-23T12:13:10.006-18598-690108,TRUE
2026-03-23T12:14:45.653-119276-724688,TRUE
2026-03-23T12:15:43.624-488499-125869,FALSE
2026-03-23T12:16:32.472-433774-309792,TRUE
2026-03-23T12:17:22.069-60995-111653,TRUE
2026-03-23T12:18:08.722-40670-813318,TRUE
2026-03-23T12:19:05.264-547110-498015,TRUE
2026-03-23T12:19:49.070-887221-817745,TRUE
2026-03-23T12:20:25.649-164182-5056,TRUE
2026-03-23T12:21:24.076-653180-357575,TRUE
2026-03-23T12:21:59.240-489544-929049,TRUE
2026-03-23T12:23:55.152-904601-213147,FALSE
2026-03-23T12:24:45.184-319667-91841,FALSE
2026-03-23T12:25:40.791-701985-149348,FALSE
2026-03-23T12:26:33.875-242436-970785,FALSE
2026-03-23T12:27:27.181-118096-527249,FALSE
2026-03-23T12:28:20.014-789966-750037,TRUE
2026-03-23T12:30:14.284-599904-791512,FALSE
2026-03-23T12:31:05.917-396864-400923,TRUE
2026-03-23T12:31:42.757-516471-958467,FALSE
2026-03-23T12:32:32.637-849594-818992,FALSE
2026-03-23T12:33:25.334-513215-955778,FALSE
2026-03-23T12:34:17.042-273506-967274,FALSE
2026-03-23T12:35:06.495-807321-907124,FALSE
2026-03-23T12:35:55.948-645367-486780,FALSE
2026-03-23T12:36:50.507-35621-141413,FALSE
2026-03-23T12:37:40.991-666934-832142,FALSE
2026-03-23T12:38:29.996-476013-266208,FALSE
2026-03-23T12:39:49.132-686521-242256,TRUE
2026-03-23T12:40:45.347-327838-290322,TRUE
2026-03-23T12:42:27.075-886062-416680,TRUE
2026-03-23T12:43:17.446-594308-367165,TRUE
2026-03-23T12:44:13.475-927139-443533,TRUE
2026-03-23T12:45:05.233-255633-983252,TRUE
2026-03-23T12:45:50.232-172730-615326,FALSE
2026-03-23T12:46:41.143-343056-31530,FALSE
2026-03-23T12:47:33.162-942343-248437,FALSE
2026-03-23T12:48:25.897-235324-150313,TRUE
2026-03-23T12:55:24.072-836457-734320,FALSE
2026-03-23T12:56:15.004-205837-472432,FALSE
2026-03-23T12:57:07.156-432642-791573,TRUE
2026-03-23T12:58:55.759-922798-255637,TRUE
2026-03-23T12:59:41.296-878520-993892,FALSE
2026-03-23T13:00:33.214-215986-654461,TRUE
2026-03-23T13:01:14.340-596276-254866,FALSE
2026-03-23T13:02:04.313-349773-506409,FALSE
2026-03-23T13:02:53.608-147104-487452,TRUE
2026-03-23T13:05:15.535-607145-493403,FALSE
2026-03-23T13:06:07.763-169781-694106,FALSE
2026-03-23T13:07:00.374-51808-976310,FALSE
2026-03-23T13:07:50.851-393815-415697,FALSE
2026-03-23T13:08:42.877-979708-678831,TRUE
2026-03-23T13:10:25.829-25063-274794,TRUE
2026-03-23T13:11:16.138-192488-73602,TRUE
2026-03-23T13:12:54.831-417759-966604,TRUE
2026-03-23T13:13:35.138-11877-618717,TRUE
2026-03-23T13:14:58.560-84788-994371,TRUE
2026-03-23T13:15:47.725-884561-241410,FALSE
