455326,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,178931,2026-03-27T13:41:17.851-455326-178931
455326,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,686407,2026-03-27T13:41:17.851-455326-686407
455326,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,898513,2026-03-27T13:41:17.851-455326-898513
455326,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,157933,2026-03-27T13:41:17.851-455326-157933
455326,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,250481,2026-03-27T13:41:17.851-455326-250481
455326,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,795449,2026-03-27T13:41:17.851-455326-795449
455326,7,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,593077,2026-03-27T13:41:17.851-455326-593077
455326,8,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,210172,2026-03-27T13:41:17.851-455326-210172
455326,9,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,536170,2026-03-27T13:41:17.851-455326-536170
455326,10,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,311204,2026-03-27T13:41:17.851-455326-311204
306470,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,994605,2026-03-27T13:41:17.851-306470-994605
306470,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,798098,2026-03-27T13:41:17.851-306470-798098
306470,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,314489,2026-03-27T13:41:17.851-306470-314489
306470,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,490675,2026-03-27T13:41:17.851-306470-490675
306470,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,407503,2026-03-27T13:41:17.851-306470-407503
306470,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,621794,2026-03-27T13:41:17.851-306470-621794
306470,7,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,930785,2026-03-27T13:41:17.851-306470-930785
306470,8,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,175337,2026-03-27T13:41:17.851-306470-175337
306470,9,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,828007,2026-03-27T13:41:17.851-306470-828007
306470,10,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,818981,2026-03-27T13:41:17.851-306470-818981
868789,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,438401,2026-03-27T13:41:17.851-868789-438401
868789,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,658963,2026-03-27T13:41:17.851-868789-658963
868789,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,105514,2026-03-27T13:41:17.851-868789-105514
868789,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,756766,2026-03-27T13:41:17.851-868789-756766
868789,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,520663,2026-03-27T13:41:17.851-868789-520663
868789,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,442998,2026-03-27T13:41:17.851-868789-442998
868789,7,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,578051,2026-03-27T13:41:17.851-868789-578051
868789,8,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,724892,2026-03-27T13:41:17.851-868789-724892
868789,9,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,771081,2026-03-27T13:41:17.851-868789-771081
868789,10,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,830529,2026-03-27T13:41:17.851-868789-830529
753714,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,465151,2026-03-27T13:41:17.851-753714-465151
753714,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,58067,2026-03-27T13:41:17.851-753714-58067
753714,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,223752,2026-03-27T13:41:17.851-753714-223752
753714,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,399695,2026-03-27T13:41:17.851-753714-399695
753714,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,296376,2026-03-27T13:41:17.851-753714-296376
753714,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,558347,2026-03-27T13:41:17.851-753714-558347
753714,7,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,632033,2026-03-27T13:41:17.851-753714-632033
753714,8,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,981466,2026-03-27T13:41:17.851-753714-981466
753714,9,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,957599,2026-03-27T13:41:17.851-753714-957599
753714,10,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,768610,2026-03-27T13:41:17.851-753714-768610
705391,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,59075,2026-03-27T13:41:17.851-705391-59075
705391,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,778512,2026-03-27T13:41:17.851-705391-778512
705391,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,566772,2026-03-27T13:41:17.851-705391-566772
705391,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,350449,2026-03-27T13:41:17.851-705391-350449
705391,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,184723,2026-03-27T13:41:17.851-705391-184723
705391,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,364714,2026-03-27T13:41:17.851-705391-364714
705391,7,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,712350,2026-03-27T13:41:17.851-705391-712350
705391,8,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,618793,2026-03-27T13:41:17.851-705391-618793
705391,9,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,176694,2026-03-27T13:41:17.851-705391-176694
705391,10,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,308309,2026-03-27T13:41:17.851-705391-308309
455326,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,255790,2026-03-27T13:41:17.851-455326-255790
455326,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,290955,2026-03-27T13:41:17.851-455326-290955
455326,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,791971,2026-03-27T13:41:17.851-455326-791971
455326,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,237051,2026-03-27T13:41:17.851-455326-237051
455326,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,721534,2026-03-27T13:41:17.851-455326-721534
455326,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,370017,2026-03-27T13:41:17.851-455326-370017
455326,7,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,354736,2026-03-27T13:41:17.851-455326-354736
455326,8,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,305895,2026-03-27T13:41:17.851-455326-305895
455326,9,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,279855,2026-03-27T13:41:17.851-455326-279855
455326,10,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,438094,2026-03-27T13:41:17.851-455326-438094
306470,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,287963,2026-03-27T13:41:17.851-306470-287963
306470,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,287469,2026-03-27T13:41:17.851-306470-287469
306470,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,42573,2026-03-27T13:41:17.851-306470-42573
306470,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,313174,2026-03-27T13:41:17.851-306470-313174
306470,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,565518,2026-03-27T13:41:17.851-306470-565518
306470,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,870601,2026-03-27T13:41:17.851-306470-870601
306470,7,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,563582,2026-03-27T13:41:17.851-306470-563582
306470,8,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,48625,2026-03-27T13:41:17.851-306470-48625
306470,9,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,383958,2026-03-27T13:41:17.851-306470-383958
306470,10,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,196187,2026-03-27T13:41:17.851-306470-196187
868789,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,137967,2026-03-27T13:41:17.851-868789-137967
868789,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,639964,2026-03-27T13:41:17.851-868789-639964
868789,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,40103,2026-03-27T13:41:17.851-868789-40103
868789,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,183109,2026-03-27T13:41:17.851-868789-183109
868789,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,461465,2026-03-27T13:41:17.851-868789-461465
868789,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,647926,2026-03-27T13:41:17.851-868789-647926
868789,7,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,403901,2026-03-27T13:41:17.851-868789-403901
868789,8,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,745054,2026-03-27T13:41:17.851-868789-745054
868789,9,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,525259,2026-03-27T13:41:17.851-868789-525259
868789,10,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,768659,2026-03-27T13:41:17.851-868789-768659
753714,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,832123,2026-03-27T13:41:17.851-753714-832123
753714,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,830732,2026-03-27T13:41:17.851-753714-830732
753714,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,49753,2026-03-27T13:41:17.851-753714-49753
753714,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,724363,2026-03-27T13:41:17.851-753714-724363
753714,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,732895,2026-03-27T13:41:17.851-753714-732895
753714,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,48104,2026-03-27T13:41:17.851-753714-48104
753714,7,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,794830,2026-03-27T13:41:17.851-753714-794830
753714,8,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,786491,2026-03-27T13:41:17.851-753714-786491
753714,9,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,223298,2026-03-27T13:41:17.851-753714-223298
753714,10,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,969464,2026-03-27T13:41:17.851-753714-969464
705391,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,51841,2026-03-27T13:41:17.851-705391-51841
705391,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,685114,2026-03-27T13:41:17.851-705391-685114
705391,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,174637,2026-03-27T13:41:17.851-705391-174637
705391,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,553901,2026-03-27T13:41:17.851-705391-553901
705391,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,678998,2026-03-27T13:41:17.851-705391-678998
705391,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,446372,2026-03-27T13:41:17.851-705391-446372
705391,7,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,622458,2026-03-27T13:41:17.851-705391-622458
705391,8,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,987849,2026-03-27T13:41:17.851-705391-987849
705391,9,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,138622,2026-03-27T13:41:17.851-705391-138622
705391,10,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,778052,2026-03-27T13:41:17.851-705391-778052
455326,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,205856,2026-03-27T13:41:17.851-455326-205856
455326,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,891619,2026-03-27T13:41:17.851-455326-891619
455326,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,38932,2026-03-27T13:41:17.851-455326-38932
455326,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,579400,2026-03-27T13:41:17.851-455326-579400
455326,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,92781,2026-03-27T13:41:17.851-455326-92781
455326,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,872541,2026-03-27T13:41:17.851-455326-872541
455326,7,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,342448,2026-03-27T13:41:17.851-455326-342448
455326,8,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,477172,2026-03-27T13:41:17.851-455326-477172
455326,9,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,620616,2026-03-27T13:41:17.851-455326-620616
455326,10,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,625651,2026-03-27T13:41:17.851-455326-625651
306470,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,390678,2026-03-27T13:41:17.851-306470-390678
306470,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,80416,2026-03-27T13:41:17.851-306470-80416
306470,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,593859,2026-03-27T13:41:17.851-306470-593859
306470,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,759523,2026-03-27T13:41:17.851-306470-759523
306470,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,547604,2026-03-27T13:41:17.851-306470-547604
306470,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,590638,2026-03-27T13:41:17.851-306470-590638
306470,7,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,659523,2026-03-27T13:41:17.851-306470-659523
306470,8,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,751183,2026-03-27T13:41:17.851-306470-751183
306470,9,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,732392,2026-03-27T13:41:17.851-306470-732392
306470,10,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,163833,2026-03-27T13:41:17.851-306470-163833
868789,1,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,890892,2026-03-27T13:41:17.851-868789-890892
868789,2,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,735511,2026-03-27T13:41:17.851-868789-735511
868789,3,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,197063,2026-03-27T13:41:17.851-868789-197063
868789,4,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,301810,2026-03-27T13:41:17.851-868789-301810
868789,5,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,525757,2026-03-27T13:41:17.851-868789-525757
868789,6,6,0.05,0.2,0.1,0.1,0.0,0.1,0.5,566159,2026-03-27T13:41:17.851-868789-566159
